"名称","住所","linkNo","遺跡番号","地図","遺跡名","いせきめい","所在地","種別","時代","立地","遺跡概況","備考","市町村C","経度","緯度","分類"
"","","3210","22-1","39図","西ノ地1号墳","","西ノ地","古墳","古墳","丘陵裾","円墳、須恵器","","20 印南町","135.229027544964","33.8032434272043","埋蔵文化財包蔵地_線"
"","","3211","22-2","39図","西ノ地2号墳","","西ノ地","古墳","古墳","丘陵裾","円墳、須恵器","","20 印南町","135.231155328056","33.8026131008902","埋蔵文化財包蔵地_線"
"","","3215","22-6","39図","西ノ地6号墳","","西ノ地","古墳","古墳","丘陵裾","円墳､須恵器","","20 印南町","135.231029353472","33.8044026583048","埋蔵文化財包蔵地_線"
"","","3214","22-5","39図","西ノ地5号墳","","西ノ地","古墳","古墳","丘陵裾","竪穴式石室、須恵器､土師器","","20 印南町","135.231243640008","33.8041110718831","埋蔵文化財包蔵地_線"
"","","3213","22-4","39図","西ノ地4号墳","","西ノ地","古墳","古墳","丘陵裾","円墳、須恵器","","20 印南町","135.231449909861","33.8037463326959","埋蔵文化財包蔵地_線"
"","","3212","22-3","39図","西ノ地3号墳","","西ノ地","古墳","古墳","丘陵裾","横穴式石室、須恵器","","20 印南町","135.231600604347","33.803487799078","埋蔵文化財包蔵地_線"
"","","3216","22-7","39図","西ノ地7号墳","","西ノ地","古墳","古墳","丘陵裾","須恵器","","20 印南町","135.23175201244","33.8043692536466","埋蔵文化財包蔵地_線"
"","","3218","22-9","39図","西ノ地9号墳","","西ノ地","古墳","古墳","丘陵裾","須恵器","","20 印南町","135.231958182467","33.8040576056901","埋蔵文化財包蔵地_線"
"","","3217","22-8","39図","西ノ地8号墳","","西ノ地","古墳","古墳","丘陵裾","須恵器","","20 印南町","135.232292019965","33.8044551756061","埋蔵文化財包蔵地_線"
"","","3219","22-10","39図","西ノ地10号墳","","西ノ地","古墳","古墳","丘陵裾","須恵器","","20 印南町","135.232466482706","33.8041967436046","埋蔵文化財包蔵地_線"
"","","3220","22-11","39図","西ノ地11号墳","","西ノ地","古墳","古墳","丘陵裾","須恵器","","20 印南町","135.232808193133","33.804441792998","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.240245710944","33.811139382184","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.240547077868","33.8106289433981","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.241031517219","33.8105757493359","埋蔵文化財包蔵地_線"
"","","3175","30","39図","田ノ口窯跡","たのぐちかまあと","西ノ地","窯跡","奈良","丘陵裾","須恵器","","20 印南町","135.243749348429","33.8088077376504","埋蔵文化財包蔵地_線"
"","","3239","46-18","39図","崎山18号墳（下広芝地区）","","島田","古墳","古墳","丘陵裾","円墳、横穴式石室、銀環、須恵器（杯、■、瓶）、土錘）","","20 印南町","135.234497822015","33.7898797387779","埋蔵文化財包蔵地_線"
"","","3238","46-17","39図","崎山17号墳（下広芝地区）","","島田","古墳","古墳","丘陵裾","円墳","","20 印南町","135.234791560229","33.7897404070853","埋蔵文化財包蔵地_線"
"","","3240","46-19","39図","崎山19号墳（下広芝地区）","","島田","古墳","古墳","丘陵裾","円墳","","20 印南町","135.234887001809","33.7901049239879","埋蔵文化財包蔵地_線"
"","","3241","46-20","39図","崎山20号墳（下広芝地区）","","島田922","古墳","古墳","丘陵裾","円墳、竪穴式石室、須恵器（杯）、土師器、鉄鏃、鉄鎌、人骨","","20 印南町","135.235315856619","33.7902902989755","埋蔵文化財包蔵地_線"
"","","3242","46-21","39図","崎山21号墳（下広芝地区）","","島田922","古墳","古墳","丘陵裾","円墳､須恵器","","20 印南町","135.23576849536","33.7903034185523","埋蔵文化財包蔵地_線"
"","","2720","61","39図","加尾古墳群","かおこふんぐん","名田町野島","古墳群","古墳","丘陵裾","0","","14 御坊市","135.178905992307","33.8345263980809","埋蔵文化財包蔵地_線"
"","","3163","18-2","39図","津井Ⅱ遺跡","ついにいせき","印南","散布地","古墳","丘陵裾","0","","20 印南町","135.201109149522","33.8144205200383","埋蔵文化財包蔵地_線"
"","","3158","14","39図","要害遺跡","ようがいいせき","印南","城跡","中世","丘陵","0","","20 印南町","135.217971949496","33.8152835893524","埋蔵文化財包蔵地_線"
"","","3157","13","39図","印南遺跡","いなみいせき","印南","散布地","縄文～弥生","河岸段丘","縄文土器､弥生土器","","20 印南町","135.217010124399","33.8202327493422","埋蔵文化財包蔵地_線"
"","","3152","8-2","39図","赤佐古B遺跡","あかさこびーいせき","山口","散布地","弥生","台地","弥生土器","","20 印南町","135.222880947202","33.8216322930357","埋蔵文化財包蔵地_線"
"","","3151","8-1","39図","赤佐古A遺跡","あかさこえーいせき","山口","散布地","弥生","台地","石鏃、叩石、石斧､弥生土器","","20 印南町","135.223217465909","33.8225154787111","埋蔵文化財包蔵地_線"
"","","3156","12","39図","西ノ谷遺跡","にしのたにいせき","山口","散布地","弥生","丘陵","弥生土器","","20 印南町","135.218383546915","33.8264475468669","埋蔵文化財包蔵地_線"
"","","3155","11","39図","上ノ岡遺跡","うえのおかいせき","山口","散布地","縄文","台地","石斧、石棒","","20 印南町","135.222202689416","33.8264705421705","埋蔵文化財包蔵地_線"
"","","3154","10","39図","西山口遺跡","にしやまぐちいせき","山口","散布地","弥生","丘陵","石斧､弥生土器","","20 印南町","135.22172347594","33.8282687454477","埋蔵文化財包蔵地_線"
"","","3153","9","39図","大中洲遺跡","おおなかすいせき","山口","散布地","弥生～古墳","河岸段丘","弥生土器､石鏃、土師器､須恵器","","20 印南町","135.223687147469","33.8300557310901","埋蔵文化財包蔵地_線"
"","","3150","7","39図","東山口遺跡","ひがしやまぐちいせき","山口","散布地","弥生～奈良","河岸段丘","弥生土器､石鏃、土師器､須恵器","","20 印南町","135.225121694589","33.8292639963796","埋蔵文化財包蔵地_線"
"","","3148","5","39図","赤松城跡","あかまつじょうあと","印南原","城跡","中世","丘陵","0","","20 印南町","135.242678682464","33.8343206168958","埋蔵文化財包蔵地_線"
"","","3166","21","39図","大神宮遺跡","だいじんぐいせき","印南","散布地","古墳","丘陵裾","須恵器､土師器","","20 印南町","135.223314297422","33.8102037130001","埋蔵文化財包蔵地_線"
"","","3209","22","39図","西ノ地古墳群","にしのじこふんぐん","西ノ地","古墳群","古墳","丘陵裾","0","","20 印南町","135.230877949435","33.8035126490778","埋蔵文化財包蔵地_線"
"","","3169","24","39図","元村遺跡","もとむらいせき","西ノ地","散布地","古墳","丘陵裾","0","","20 印南町","135.236591582877","33.8039221331693","埋蔵文化財包蔵地_線"
"","","3170","25","39図","八千貫城跡","はっせんがんじょあと","西ノ地","城跡","中世","丘陵裾","土塁","","20 印南町","135.236652014836","33.8041393925118","埋蔵文化財包蔵地_線"
"","","3171","26","39図","西の地遺跡","にしのじいせき","西ノ地","散布地","古墳","丘陵裾","須恵器､土師器","","20 印南町","135.239866541817","33.8032768430314","埋蔵文化財包蔵地_線"
"","","3173","28","39図","松の前遺跡","まつまえいせき","西ノ地","散布地","古墳","台地","弥生土器､石斧","","20 印南町","135.240899155905","33.8063823886625","埋蔵文化財包蔵地_線"
"","","3172","27","39図","丸山遺跡","まるやまいせき","西ノ地","散布地","0","丘陵","弥生土器､土器、サヌカイト","","20 印南町","135.245099603094","33.8032456522388","埋蔵文化財包蔵地_線"
"","","3202","55","39図","西ノ地Ⅱ遺跡","にしのじにいせき","西ノ地","散布地","弥生","山腹","弥生土器（高杯脚台3）","","20 印南町","135.24539310084","33.8106824112594","埋蔵文化財包蔵地_線"
"","","3174","29","39図","小池谷窯跡群","こいけだにかまあとぐん","西ノ地","窯跡","古墳","丘陵裾","須恵器","","20 印南町","135.24060915143","33.8108681254864","埋蔵文化財包蔵地_線"
"","","3221","46","39図","崎山古墳群","さきやまこふんぐん","島田","古墳群","古墳","丘陵裾","0","","20 印南町","135.235252832352","33.790077688504","埋蔵文化財包蔵地_線"
"","","3192","45-2","39図","崎山遺跡","さきやまいせき","島田","散布地","弥生","丘陵裾","石鏃､石斧､石包丁","","20 印南町","135.23607291444","33.786821731343","埋蔵文化財包蔵地_線"
"","","2578","85","39図","加尾遺跡","かおいせき","名田町加尾","集落跡","中世","丘陵","柱穴、溝","","14 御坊市","135.179506863329","33.8331222679263","埋蔵文化財包蔵地_線"
"","","3162","18-1","39図","津井Ⅰ遺跡","ついいちいせき","印南","散布地","古墳","丘陵裾","須恵器","","20 印南町","135.204053914032","33.8154348026457","埋蔵文化財包蔵地_線"
"","","3221","46","39図","崎山古墳群","さきやまこふんぐん","島田","古墳群","古墳","丘陵裾","0","","20 印南町","135.23596196283","33.7825919536724","埋蔵文化財包蔵地_線"
"","","3206","59","39図","太鼓屋敷遺跡","たいこやしきいせき","西ノ地","散布地","古墳、中世～近世","台地","須恵器、瓦器、土師器、陶磁器","","20 印南町","135.232830515246","33.802216145826","埋蔵文化財包蔵地_線"
"","","1806","48","6図","重行遺跡","しげきいせき","重行","集落跡","中世","丘陵端、扇状地","土師器、瓦器","","04 紀の川市打田地区","135.369902767462","34.2871079864975","埋蔵文化財包蔵地_線"
"","","114","152","6図","上黒谷遺跡","かみくろだにいせき","黒谷","散布地","奈良、平安","山麓","須恵器、土師器、瓦","","01 和歌山市","135.260843468335","34.2736866495543","埋蔵文化財包蔵地_線"
"","","2042","23","6図","根来遺跡","ねごろいせき","根来","散布地","奈良～中世","扇状地","須恵器、土師器、瓦器","","05 岩出市","135.303813004972","34.2788791226778","埋蔵文化財包蔵地_線"
"","","2043","24","6図","尼ヶ辻遺跡","あまがつじいせき","尼ヶ辻","散布地","室町","扇状地","土師器、磁器、瓦","","05 岩出市","135.304849476393","34.2773257007521","埋蔵文化財包蔵地_線"
"","","2025","6","6図","荒田遺跡","あらたいせき","森、堀口","散布地","弥生、中世","河岸段丘","弥生土器、サヌカイト、瓦器","","05 岩出市","135.306798763333","34.2724001317202","埋蔵文化財包蔵地_線"
"","","2038","19","6図","赤垣内遺跡","あかがいといせき","赤垣内、湯窪","散布地","奈良～中世","河岸段丘","瓦器、土師器、須恵器","","05 岩出市","135.295400282","34.2712532029501","埋蔵文化財包蔵地_線"
"","","2024","5","6図","山崎遺跡","やまさきいせき","山崎、金屋、湯窪、赤垣内、中黒","散布地","古墳～中世","河岸段丘","須恵器","","05 岩出市","135.294962526421","34.2679086560722","埋蔵文化財包蔵地_線"
"","","2039","20","6図","波分遺跡","はぶいせき","波分","散布地","室町～江戸","河岸段丘","瓦、土師器","","05 岩出市","135.298044044841","34.2756893168677","埋蔵文化財包蔵地_線"
"","","2040","21","6図","畑毛遺跡","はたけいせき","畑毛","散布地","弥生～中世","河岸段丘","サヌカイト、須恵器、土師器、瓦器","","05 岩出市","135.304886292609","34.2593279970804","埋蔵文化財包蔵地_線"
"","","315","392","6図","楠本遺跡","くすもといせき","楠本","散布地","古墳･中世","沖積地","須恵器、土師器、瓦器","","01 和歌山市","135.258087762435","34.2607037977584","埋蔵文化財包蔵地_線"
"","","313","390","6図","神波遺跡","こうなみいせき","神波","散布地","弥生","沖積地","弥生土器","","01 和歌山市","135.254846564679","34.2661190052373","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.26038932712","34.2674566905277","埋蔵文化財包蔵地_線"
"","","107","145","6図","川辺遺跡","かわなべいせき","川辺、山口西","集落跡","縄文～中世","沖積地","竪穴住居（円・方）、掘立柱建物、方形周溝、墓、溝、甕棺、縄文土器、弥生土器、土偶、土馬","","01 和歌山市","135.267085906126","34.261244509127","埋蔵文化財包蔵地_線"
"","","106","144","6図","里遺跡","さといせき","里","散布地","弥生","沖積地","弥生土器","","01 和歌山市","135.268576249569","34.2673864467594","埋蔵文化財包蔵地_線"
"","","303","380","6図","山口御殿跡","やまぐちごてんあと","山口","御殿跡","江戸","沖積地","","","01 和歌山市","135.268649056086","34.2676442273245","埋蔵文化財包蔵地_線"
"","","104","142","6図","山口遺跡","やまぐちいせき","谷","集落跡","弥生～平安","河岸段丘","掘立柱建物、溝、弥生土器、土師器、須恵器","","01 和歌山市","135.267199290821","34.2712337818391","埋蔵文化財包蔵地_線"
"","","102","140","6図","山口廃寺跡","やまぐちはいじあと","谷","寺院跡","白鳳","河岸段丘","緑泥片岩製の塔心礎、瓦、須恵器、土師器","県史跡","01 和歌山市","135.269677989052","34.2757294213822","埋蔵文化財包蔵地_線"
"","","105","143","6図","谷遺跡","たにいせき","谷","散布地","","河岸段丘","丘陵斜面","","01 和歌山市","135.26785863618","34.2750141916495","埋蔵文化財包蔵地_線"
"","","103","141","6図","中筋日延遺跡","なかすじひのべいせき","谷","散布地","","河岸段丘","土師器、須恵器","","01 和歌山市","135.273591579605","34.274845046697","埋蔵文化財包蔵地_線"
"","","2020","1","6図","吉田遺跡","よしだいせき","吉田","集落","弥生～奈良","沖積地","竪穴住居、掘立柱建物、方形周溝墓、火葬墓、弥生土器、石器、須恵器","","05 岩出市","135.276883623211","34.2691856027355","埋蔵文化財包蔵地_線"
"","","2023","4","6図","中黒Ⅱ遺跡","なかぐろにいせき","中黒","散布地","弥生～奈良","沖積地","弥生土器","","05 岩出市","135.285783935986","34.2663525271142","埋蔵文化財包蔵地_線"
"","","2022","3","6図","中黒Ⅰ遺跡","なかぐろいちいせき","中黒","散布地","弥生～奈良","沖積地","弥生土器","","05 岩出市","135.284399467711","34.2687198772065","埋蔵文化財包蔵地_線"
"","","2021","2","6図","山一遺跡","やまいちいせき","山","散布地","弥生～奈良・中世","河岸段丘","須恵器、サヌカイト、瓦器、掘立柱建物","","05 岩出市","135.2814008221","34.2711314492843","埋蔵文化財包蔵地_線"
"","","2037","18","6図","山遺跡","やまいせき","山","散布地","古墳","河岸段丘","須恵器、土師器","","05 岩出市","135.281421824459","34.2759588568525","埋蔵文化財包蔵地_線"
"","","113","151","6図","上野遺跡","うえのいせき","上野","散布地","","河岸段丘","須恵器、土師器","","01 和歌山市","135.257118231189","34.2745059709446","埋蔵文化財包蔵地_線"
"","","470","128","6図","上野古墳群","うえのこふんぐん","上野","古墳群","古墳","山腹","前方後円墳1基、円墳5基","","01 和歌山市","135.254315198191","34.2768816243773","埋蔵文化財包蔵地_線"
"","","117","154-2","6図","北野Ⅱ遺跡","きたのにいせき","北野","散布地","","丘陵","須恵器","","01 和歌山市","135.249854114697","34.2705892416896","埋蔵文化財包蔵地_線"
"","","2026","7","6図","荊本遺跡","いばらもといせき","荊本","散布地","弥生、中世","河岸段丘","弥生土器、瓦器","","05 岩出市","135.310540844188","34.2630622291531","埋蔵文化財包蔵地_線"
"","","2031","12","6図","土器田遺跡","ときたいせき","西国分","散布地","縄文～奈良、中世","河岸段丘","須恵器、サヌカイト、瓦器","","05 岩出市","135.334685219766","34.267672812785","埋蔵文化財包蔵地_線"
"","","2030","11","6図","西国分Ⅰ遺跡","にしこくぶいちいせき","西国分","散布地","奈良","河岸段丘","須恵器","","05 岩出市","135.331238721067","34.2681644259442","埋蔵文化財包蔵地_線"
"","","1778","20","6図","東三谷遺跡","ひがしみたにいせき","東三谷","集落跡","弥生～中世","丘陵端","溝、土坑、井戸、弥生土器、石庖丁、瓦器（椀、皿）、中国製磁器、国産陶磁器、瓦質土器（羽釜、すり鉢）、土師器（鍋）","","04 紀の川市打田地区","135.345074215928","34.283843946451","埋蔵文化財包蔵地_線"
"","","1761","2","6図","枇杷谷遺跡","びわだにいせき","枇杷谷","散布地","縄文～中世","河岸段丘","柱穴、土坑、溝、縄文土器、石鏃、瓦器、中国製磁器、須恵質土器（こね鉢）、瓦質土器（火舎）","","04 紀の川市打田地区","135.352311081249","34.2854048810775","埋蔵文化財包蔵地_線"
"","","1777","19","6図","福琳寺遺跡","ふくりんじいせき","豊田","集落跡","平安～中世","河岸段丘","溝・土坑・柱穴、瓦器（椀・皿）・土師器（椀・皿・鍋・釜）・中国製磁器、国産陶磁器、瓦質土器（羽釜・壺・すり鉢）、須恵質土器（こね鉢）、古銭、砥石","","04 紀の川市打田地区","135.356397199897","34.2856473273589","埋蔵文化財包蔵地_線"
"","","1799","41","6図","海神城跡","かいじんじょうあと","神領","宮跡","中世","扇状地","","","04 紀の川市打田地区","135.36251822223","34.2874363633726","埋蔵文化財包蔵地_線"
"","","1781","23","6図","登尾遺跡","のぼりおいせき","登尾","散布地","旧石器～弥生","丘陵端","有舌尖頭器？、石鏃・石錐・剥片","","04 紀の川市打田地区","135.358219000336","34.291723571011","埋蔵文化財包蔵地_線"
"","","1780","22","6図","春日山城跡","かすがやまじょうあと","中三谷","城館跡","中世","山頂","本丸・二の曲輪・三の曲輪・張出曲輪・空堀・堅堀・土塁","","04 紀の川市打田地区","135.342699354843","34.2929155551142","埋蔵文化財包蔵地_線"
"","","1803","45","6図","城ケ峯城跡","しろがみねじょうあと","中畑","城館跡","中世","山頂","","","04 紀の川市打田地区","135.357680033367","34.3333784671365","埋蔵文化財包蔵地_線"
"","","1792","34","6図","池田遺跡","いけだいせき","池田","散布地","古墳","河岸段丘","須恵器、土師器","","04 紀の川市打田地区","135.348309012931","34.279279719611","埋蔵文化財包蔵地_線"
"","","1793","35","6図","古和田遺跡","ふるわだいせき","古和田","散布地","","河岸段丘","","","04 紀の川市打田地区","135.350657694603","34.2689448956431","埋蔵文化財包蔵地_線"
"","","1782","24","6図","上野遺跡","うえのいせき","上野","出土地","旧石器","河岸段丘","尖頭器","","04 紀の川市打田地区","135.363035317868","34.2612484562657","埋蔵文化財包蔵地_線"
"","","1776","18","6図","東田中遺跡","ひがしたなかいせき","打田","集落跡","弥生～中世","河岸段丘","竪穴式住居跡、溝、土坑、掘立柱建物、弥生土器、石斧、土釜、瓦、土師器、須恵器","","04 紀の川市打田地区","135.36927496759","34.2627082741858","埋蔵文化財包蔵地_線"
"","","1764","5","6図","チョウ塚遺跡","ちょうづかいせき","打田","散布地","弥生～古墳","河岸段丘","石鏃、弥生土器、須恵器、上芝遺跡か？","","04 紀の川市打田地区","135.368766720391","34.2566394634741","埋蔵文化財包蔵地_線"
"","","2035","16","6図","根来寺遺跡","ねごろじいせき","根来、安上、山田","寺院跡","平安～中世・近世","盆地","塔頭跡（石垣、半地下式倉庫などをもつ）、瓦類、仏具、根来塗椀など","旧根来寺坊院跡","05 岩出市","135.313097795553","34.2878411085555","埋蔵文化財包蔵地_線"
"","","2041","22","6図","東国分Ⅱ遺跡","ひがしこくぶにいせき","西国分","散布地","奈良～中世","河岸段丘","瓦、須恵器、瓦器","","05 岩出市","135.337664178559","34.2687848458829","埋蔵文化財包蔵地_線"
"","","1794","36","6図","東国分Ⅰ遺跡","ひがしこくぶいちいせき","東国分","集落跡","中世","河岸段丘","掘立柱建物、墓、瓦器、土師器","","04 紀の川市打田地区","135.341321055064","34.2654757596935","埋蔵文化財包蔵地_線"
"","","1785","27","6図","岡田Ⅱ遺跡","おかだにいせき","下井阪（岩出町岡田にまたがる）","散布地","弥生～中世","河岸段丘","弥生土器・サヌカイト、須恵器、瓦器","岩出町17","04 紀の川市打田地区","135.338158733111","34.2570625029421","埋蔵文化財包蔵地_線"
"","","2027","8","6図","高塚遺跡","たかつかいせき","高塚","古墳","古墳","沖積地","","古墳消滅","05 岩出市","135.325820819334","34.2564707525224","埋蔵文化財包蔵地_線"
"","","2028","9","6図","岡田遺跡","おかだいせき","岡田","散布地","縄文～奈良","河岸段丘","石棒、サヌカイト、須恵器、弥生土器","","05 岩出市","135.331585206879","34.2613002014834","埋蔵文化財包蔵地_線"
"","","2032","13","6図","西国分Ⅱ遺跡","にしこくぶにいせき","西国分","散布地","奈良","河岸段丘","須恵器","","05 岩出市","135.331040897302","34.2637609060616","埋蔵文化財包蔵地_線"
"","","1809","6","6図","三昧塚古墳群","さんまいづかこふんぐん","中井阪","古墳群","古墳","河岸段丘","円墳３基、前方後円墳？１基","","04 紀の川市打田地区","135.342571844611","34.25778177779","埋蔵文化財包蔵地_線"
"","","1800","42","6図","王城跡","おうじょうあと","古和田","城館跡","中世","河岸段丘","方形の段構","","04 紀の川市打田地区","135.350123640281","34.2716901110464","埋蔵文化財包蔵地_線"
"","","1791","33","6図","古和田城跡","ふるわだじょうあと","古和田","城館跡","中世","河岸段丘","堀","","04 紀の川市打田地区","135.355663426099","34.2737296297147","埋蔵文化財包蔵地_線"
"","","1801","43","6図","宰相垣内遺跡","さいしょうがいといせき","田中馬場","城館跡","中世","河岸段丘","方形の段構・空堀跡","","04 紀の川市打田地区","135.356170701365","34.2675624112038","埋蔵文化財包蔵地_線"
"","","1789","31","6図","城山城跡","しろやまじょうあと","重行","城館跡","中世","丘陵端","堀、土塁","","04 紀の川市打田地区","135.369494280663","34.2885809122857","埋蔵文化財包蔵地_線"
"","","115","153","6図","北野窯跡","きたのかまあと","北野","窯跡","","丘陵","須恵器","","01 和歌山市","135.248975260878","34.2717278409575","埋蔵文化財包蔵地_線"
"","","2029","10","6図","西国分廃寺（西国分塔跡）","にしこくぶはいじ（にしこくぶとうあと）","西国分","寺院跡","奈良","河岸段丘","塔心礎、瓦、緑釉、灰釉陶器","国史跡","05 岩出市","135.331362715992","34.2665059149088","埋蔵文化財包蔵地_線"
"","","2044","25","6図","遍照寺境内遺跡","へんしょうじけいだいいせき","北大池","寺院跡","中世","扇状地","土師器、瓦器","","05 岩出市","135.325982616822","34.2796179331148","埋蔵文化財包蔵地_線"
"","","1804","46","6図","神領城跡","じんりょうじょうあと","神領","城館跡","中世","河岸段丘","0","","04 紀の川市打田地区","135.364258181641","34.2847084168201","埋蔵文化財包蔵地_線"
"","","112","150","6図","上野廃寺跡","うえのはいじあと","上野","寺院跡","白鳳","山麓","薬師寺式伽藍配置（ただし、講堂は西に配す）、瓦類、磚、隅木蓋瓦、緑釉等","","01 和歌山市","135.254120669849","34.2746194142222","埋蔵文化財包蔵地_線"
"","","483","134","6図","山口6号墳","","谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.263535125077","34.2788443689942","埋蔵文化財包蔵地_線"
"","","486","137","6図","山口9号墳","","谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.267246704058","34.2793974300678","埋蔵文化財包蔵地_線"
"","","1762","3","6図","枇杷谷古墳","びわだにこふん","枇杷谷","古墳","古墳","河岸段丘","円墳、小石室、須恵器（杯1・杯蓋1）、墳丘削平","","04 紀の川市打田地区","135.351250619536","34.2866789142861","埋蔵文化財包蔵地_線"
"","","1796","38","6図","轟塚古墳","とどろきづかこふん","中井阪","古墳","古墳","河岸段丘","墳丘削平","","04 紀の川市打田地区","135.341959808809","34.2592486114923","埋蔵文化財包蔵地_線"
"","","1767","8","6図","じゅあな塚古墳","じゅあなづかこふん","下井阪","古墳","古墳","河岸段丘","円墳・横穴式石室、墳丘削平","","04 紀の川市打田地区","135.3393346321","34.2585236603921","埋蔵文化財包蔵地_線"
"","","1768","9","6図","無名塚古墳","むめいつかこふん","下井阪","古墳","古墳","河岸段丘","円墳、墳丘削平","","04 紀の川市打田地区","135.338673460054","34.2584808944712","埋蔵文化財包蔵地_線"
"","","471","128-1","6図","上野1号墳","","上野","古墳","古墳","山腹","円墳","","01 和歌山市","135.250803307033","34.2751962233714","埋蔵文化財包蔵地_線"
"","","472","128-2","6図","上野2号墳","","上野","古墳","古墳","山腹","円墳","","01 和歌山市","135.2510126405","34.2755890120781","埋蔵文化財包蔵地_線"
"","","473","128-3","6図","上野3号墳","","上野","古墳","古墳","山腹","円墳","","01 和歌山市","135.251287819635","34.2759766405402","埋蔵文化財包蔵地_線"
"","","474","128-4","6図","上野4号墳","","上野","古墳","古墳","山腹","円墳","","01 和歌山市","135.251586966913","34.2763545910052","埋蔵文化財包蔵地_線"
"","","475","128-7","6図","上野7号墳","","上野","古墳","古墳","山腹","前方後円墳","","01 和歌山市","135.255327960611","34.2776287170733","埋蔵文化財包蔵地_線"
"","","476","128-8","6図","上野8号墳","","上野","古墳","古墳","山腹","円墳","","01 和歌山市","135.257345119845","34.2784347523885","埋蔵文化財包蔵地_線"
"","","1766","7","6図","八幡塚古墳","はちまんづかこふん","下井阪","古墳","古墳","河岸段丘","円墳、横穴式石室、竪穴式石室、金属製品、鉄鏃、須恵器、土師器、人骨","","04 紀の川市打田地区","135.341414024402","34.2575171875389","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.342072085103","34.2581624838962","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.341952152896","34.2577980534336","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.342079539215","34.257466620086","埋蔵文化財包蔵地_線"
"","","9999","","","","","","","","","","","","135.342494696901","34.2576388244052","埋蔵文化財包蔵地_線"
